SC6,(4.658971621194853e-16, 22.95492950262425)
SC7,(6.496126388134101e-16, 19.826769809271937)
SC8,(-3.1984996661819986e-16, 20.222959243326898)
SC9,(4.401241276192585e-16, 20.721625687192276)
SC10,(-7.923555991223587e-16, 21.319095092743126)
SC11,(2.048625819248801e-17, 22.36351471397361)
SC12,(9.225424657004278e-16, 23.11767870571998)
SC13,(9.298117831235686e-16, 23.46220116466916)
SC14,(1.1102230246251565e-16, 23.48993861167166)
SC15,(-5.775803116204684e-16, 23.424212967263053)
SC16,(5.068696785044614e-16, 23.69550379124579)
SC17,(4.229421046191072e-17, 23.590526744964805)
SC18,(8.69013855584572e-16, 24.21653154444559)
SC19,(4.943135847735816e-16, 24.438797739190004)
SC20,(-1.110883871663624e-15, 25.410830981690083)
SC21,(-1.0474425559707579e-15, 25.76270365483911)
SC22,(2.8812930877176683e-16, 26.883610678997083)
SC23,(9.945747928933695e-16, 28.155503567574893)
SC24,(-7.59313247198991e-16, 28.86731833300334)
SC25,(1.6065191505141402e-15, 28.976623367004407)
SC26,(-6.423433213902691e-16, 28.39014651251892)
SC27,(-4.665580091579527e-16, 28.18131052308291)
SC28,(0.0002454927009932863, 27.888168983362053)
SC29,(0.001070842030577346, 28.624236805922664)
SC30,(0.016634328047483132, 28.59366832421959)
SC31,(0.015489087799703108, 25.944079517648433)
SC34,(-1.0540510263554313e-15, 29.612108436837392)
SC35,(0.0017235337990821264, 33.230167218665464)
SC36,(-0.0015852474367439877, 33.81336642923326)
SC37,(0.0017098519399186126, 35.01763108381331)
SC38,(-0.015995300929848213, 37.832102815048465)
SC39,(-0.016595433542100118, 37.74699573753818)
SC40,(-0.011665077506936093, 37.75010597111729)
SC41,(-0.09068233386827322, 37.897412573260446)
SC42,(-0.036314519445754534, 38.955495058981676)
SC43,(0.018538874285402736, 39.06781265472055)
SC44,(0.021493797900069216, 38.28498610520846)
SC45,(-0.024827290577425935, 38.4049294314691)
SC46,(0.00032325822251510236, 38.27475275319204)
SC47,(-0.02776694429476322, 36.3806783098283)
SC48,(0.016326032893732304, 34.916607659097906)
SC49,(0.0306144516874241, 33.70763861061407)
SC50,(0.015167446191420955, 32.66773596661206)
SC51,(0.015084957862844448, 31.19317572494313)
SC52,(0.015163177360873782, 29.384262092417988)
SC53,(-8.591011500075616e-16, 28.128414102781736)
SC54,(-2.9605947323337506e-16, 27.075470304069494)
SC55,(-5.0224374923518987e-17, 26.45124487713143)
SC56,(5.498247360048394e-16, 25.517059698812748)
SC57,(-5.260342426200147e-16, 24.96213366861557)
SC58,(8.921435019309294e-16, 28.646073110884238)
